4,14.10,1.80
5,16.90,1.20
6,17.50,1.00
7,18.20,1.10
8,18.70,1.20
9,19.30,1.20
10,19.80,1.30
11,20.20,1.40
12,20.70,1.40
13,21.70,1.50
14,22.00,1.60
15,22.30,1.70
16,22.60,1.80
17,22.60,2.00
18,23.00,2.10
19,23.50,2.30
20,23.60,2.30
21,23.60,2.30
22,23.60,2.30
23,23.60,2.30
24,23.60,2.30
25,23.60,2.30
26,23.60,2.30
27,23.60,2.30
28,23.60,2.30
29,23.60,2.30
30,23.60,2.30
31,23.60,2.30
32,23.60,2.30
33,23.60,2.30
34,23.60,2.30
35,23.60,2.30
36,23.60,2.30
37,23.60,2.30
38,23.60,2.30
39,23.60,2.30
40,23.60,2.30
41,23.60,2.30
42,23.60,2.30
43,23.60,2.30
44,23.60,2.30
45,23.60,2.30
46,23.60,2.30
47,23.60,2.30
48,23.60,2.30
49,23.60,2.30
50,23.60,2.30
51,23.60,2.30
52,23.60,2.30
53,23.60,2.30
54,23.60,2.30
55,23.60,2.30
56,23.60,2.30
57,23.60,2.30
58,23.60,2.30
59,23.60,2.30
60,23.60,2.30
61,23.60,2.30
62,23.60,2.30
63,23.60,2.30
64,23.60,2.30
65,23.60,2.30
66,23.60,2.30
67,23.60,2.30
68,23.60,2.30
69,23.60,2.30
70,23.60,2.30
71,23.60,2.30
72,23.60,2.30
73,23.60,2.30
74,23.60,2.30
75,23.60,2.30
76,23.60,2.30
77,23.60,2.30
78,23.60,2.30
79,23.60,2.30
80,23.60,2.30
81,23.60,2.30
82,23.60,2.30
83,23.60,2.30
84,23.60,2.30
85,23.60,2.30
86,23.60,2.30
87,23.60,2.30
88,23.60,2.30
89,23.60,2.30
90,23.60,2.30
91,23.60,2.30
92,23.60,2.30
93,23.60,2.30
94,23.60,2.30
95,23.60,2.30
96,23.60,2.30
